Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
363,Lee Peltier\af341b88,eng ENG,DF,Cardiff City,31,1986,17.2,280,442,63.3,5443,2526,103,141,73,129,183,70.5,42,102,41.2,0,0,0,2,22,2,1,20,Matches
364,Andreas Pereira\6639e500,br BRA,MF,Manchester Utd,22,1996,6.7,302,364,83,5534,1648,127,146,87,129,147,87.8,33,52,63.5,1,0.8,+0.2,10,35,8,3,32,Matches
365,Ricardo Pereira\75a72a99,pt POR,DFFW,Leicester City,24,1993,34.7,1505,1958,76.9,25377,9716,716,842,85,650,832,78.1,116,211,55,6,4.6,+1.4,34,110,32,6,154,Matches
366,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Watford,27,1991,31.3,970,1193,81.3,15798,4273,538,613,87.8,318,375,84.8,85,132,64.4,1,3.4,-2.4,37,66,37,4,107,Matches
367,Ayoze Pérez\819aa8e7,es ESP,MFFW,Newcastle Utd,25,1993,32.4,612,816,75,9176,2419,347,410,84.6,187,252,74.2,47,80,58.8,2,3.6,-1.6,39,48,25,4,63,Matches
368,Lucas Pérez\a300ac7e,es ESP,FW,West Ham,29,1988,5.3,100,146,68.5,1347,216,64,80,80,29,42,69,3,9,33.3,0,0.8,-0.8,7,4,4,0,6,Matches
369,Jordan Pickford\4806ec67,eng ENG,GK,Everton,24,1994,38,758,1270,59.7,29338,19466,70,74,94.6,308,313,98.4,379,882,43,0,0.1,-0.1,1,36,0,0,0,Matches
370,Paul Pogba\867239d3,fr FRA,MF,Manchester Utd,25,1993,33.4,1735,2116,82,34010,9765,763,864,88.3,654,773,84.6,290,409,70.9,9,5,+4.0,50,214,66,8,262,Matches
371,Alex Pritchard\ff9fcd4d,eng ENG,MFFW,Huddersfield,25,1993,23.1,697,980,71.1,11076,2887,394,473,83.3,228,305,74.8,59,137,43.1,0,2.2,-2.2,34,59,27,7,68,Matches
372,Sebastian Prödl\f5e6d08d,at AUT,DF,Watford,31,1987,0.1,3,3,100,60,11,1,1,100,2,2,100,0,0,,0,0,0,0,0,0,0,0,Matches
373,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,26,1991,28.3,987,1257,78.5,19591,5063,394,465,84.7,409,495,82.6,163,243,67.1,1,1.2,-0.2,20,129,20,2,127,Matches
374,Jason Puncheon\fd3f57ce,eng ENG,MF,Crystal Palace,32,1986,0.1,10,11,90.9,120,29,8,8,100,2,3,66.7,0,0,,0,0,0,0,1,0,0,0,Matches
375,Jason Puncheon\fd3f57ce,eng ENG,MFFW,Huddersfield,32,1986,4.2,167,217,77,3123,1033,73,87,83.9,65,78,83.3,25,42,59.5,0,0.8,-0.8,6,16,4,0,21,Matches
376,Collin Quaner\19b8b0b9,de GER,FWMF,Huddersfield,27,1991,0.4,13,16,81.3,166,47,8,10,80,4,5,80,0,0,,0,0.1,-0.1,1,2,3,0,3,Matches
377,Domingos Quina\41fb0f4e,pt POR,MF,Watford,18,1999,3.8,201,233,86.3,3742,914,94,107,87.9,87,94,92.6,18,28,64.3,0,0.2,-0.2,1,21,3,1,13,Matches
378,Joe Ralls\3730fcbc,eng ENG,MF,Cardiff City,24,1993,21.8,571,858,66.6,12566,4761,194,240,80.8,237,301,78.7,129,287,44.9,0,1.9,-1.9,28,103,16,5,97,Matches
379,Aaron Ramsey\ef619b0b,wls WAL,MF,Arsenal,27,1990,14.8,650,789,82.4,11105,2604,318,362,87.8,249,289,86.2,65,87,74.7,6,2.3,+3.7,25,54,18,4,63,Matches
380,Kayne Ramsey\dc31b84c,eng ENG,DF,Southampton,17,2000,1,14,18,77.8,300,57,2,4,50,11,12,91.7,1,2,50,0,0,0,0,0,0,0,0,Matches
381,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,20,1997,25.9,534,724,73.8,8098,1967,331,387,85.5,154,203,75.9,40,92,43.5,6,4.2,+1.8,38,32,24,3,60,Matches
382,Tim Ream\28b40c9c,us USA,DF,Fulham,30,1987,22.7,915,1032,88.7,17839,6530,297,315,94.3,519,557,93.2,95,145,65.5,0,0.1,-0.1,3,47,3,0,66,Matches
383,Nathan Redmond\ab651565,eng ENG,FWMF,Southampton,24,1994,36.3,877,1210,72.5,15025,3812,471,573,82.2,275,359,76.6,112,198,56.6,4,5.3,-1.3,54,64,58,21,90,Matches
384,Bobby Reid\0f7533cd,jm JAM,MFFW,Cardiff City,25,1993,15.8,238,329,72.3,3414,786,141,169,83.4,71,98,72.4,13,32,40.6,2,1,+1.0,14,15,6,1,19,Matches
385,Declan Rice\1c7012b8,eng ENG,MF,West Ham,19,1999,33.4,1354,1549,87.4,26440,5790,520,583,89.2,606,666,91,211,265,79.6,0,0.5,-0.5,9,129,4,0,78,Matches
386,Jazz Richards\afef14da,wls WAL,DFMF,Cardiff City,27,1991,1.5,27,38,71.1,483,242,14,18,77.8,11,14,78.6,2,6,33.3,0,0,0,0,3,1,0,2,Matches
387,Richarlison\fa031b34,br BRA,FWMF,Everton,21,1997,29.6,541,824,65.7,8639,1944,298,406,73.4,174,240,72.5,52,97,53.6,1,1.4,-0.4,19,41,24,2,66,Matches
388,Diego Rico\d9ba39fc,es ESP,DF,Bournemouth,25,1993,6.8,266,389,68.4,4844,2399,121,151,80.1,110,144,76.4,30,72,41.7,0,1,-1,11,22,11,8,34,Matches
389,Sergio Rico\5f0241b2,es ESP,GK,Fulham,24,1993,29,517,891,58,21467,17521,52,53,98.1,172,173,99.4,292,664,44,0,0.2,-0.2,2,11,1,0,0,Matches
390,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,28,1989,32.5,1038,1577,65.8,20291,8266,457,533,85.7,404,543,74.4,159,410,38.8,8,5.1,+2.9,55,64,45,29,91,Matches
391,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,24,1994,35.7,2277,2795,81.5,40979,15060,1021,1129,90.4,1016,1187,85.6,227,422,53.8,11,6.9,+4.1,51,162,69,18,243,Matches
392,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,28,1990,2.4,101,136,74.3,1989,815,45,51,88.2,37,45,82.2,16,34,47.1,0,0,0,0,11,1,0,8,Matches
393,Oriol Romeu\4b511457,es ESP,MF,Southampton,26,1991,23.7,899,1111,80.9,16707,5122,365,418,87.3,414,484,85.5,105,168,62.5,0,0.4,-0.4,7,118,11,2,126,Matches
394,Salomón Rondón\b318a643,ve VEN,FW,Newcastle Utd,28,1989,28.9,540,768,70.3,7677,1551,335,444,75.5,150,219,68.5,31,52,59.6,7,3.4,+3.6,30,40,21,3,52,Matches
395,Danny Rose\89d10e53,eng ENG,DFMF,Tottenham,28,1990,20,867,1168,74.2,15017,5565,423,492,86,345,430,80.2,86,191,45,3,2.2,+0.8,26,57,34,16,93,Matches
396,Aaron Rowe\4b6bcb0d,eng ENG,FW,Huddersfield,17,2000,0.8,13,17,76.5,191,90,6,7,85.7,4,5,80,2,4,50,0,0,0,0,0,0,0,1,Matches
397,John Ruddy\da8b19e2,eng ENG,GK,Wolves,31,1986,1,15,21,71.4,593,437,1,1,100,4,4,100,10,16,62.5,0,0,0,0,0,0,0,0,Matches
398,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,25,1993,31.9,2304,2513,91.7,48555,15403,700,740,94.6,1177,1238,95.1,398,501,79.4,0,0.4,-0.4,4,172,9,0,151,Matches
399,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,26,1992,34,559,1024,54.6,25989,19886,23,24,95.8,138,141,97.9,397,857,46.3,0,0,0,0,38,0,0,0,Matches
400,Abdelhamid Sabiri\4830e0af,de GER,FW,Huddersfield,21,1996,0.5,8,9,88.9,93,17,6,7,85.7,0,0,,1,1,100,0,0,0,0,0,0,0,0,Matches
401,Romain Saïss\9fbbcf39,ma MAR,MFDF,Wolves,28,1990,12.8,561,717,78.2,12271,3949,181,206,87.9,255,305,83.6,121,184,65.8,0,0.3,-0.3,3,59,5,2,57,Matches
402,Bukayo Saka\bc7dc64d,eng ENG,FW,Arsenal,16,2001,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
403,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,28,1990,26.8,1148,1288,89.1,22747,10109,387,408,94.9,580,631,91.9,171,231,74,0,0.4,-0.4,6,81,3,0,91,Matches
404,Bakary Sako\381d7d54,ml MLI,MFFW,Crystal Palace,30,1988,0.3,9,13,69.2,175,10,6,7,85.7,2,2,100,1,4,25,0,0,0,0,1,0,0,0,Matches
405,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,26,1992,36.1,861,1149,74.9,12735,3768,514,628,81.8,267,344,77.6,55,109,50.5,8,8.8,-0.8,66,57,77,7,143,Matches
406,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Manchester Utd,29,1988,9.8,296,414,71.5,5113,1592,166,207,80.2,84,121,69.4,40,70,57.1,3,3.3,-0.3,20,27,26,5,46,Matches
407,Carlos Sánchez\50b51fac,co COL,MF,West Ham,32,1986,2.7,128,142,90.1,2656,522,40,44,90.9,55,59,93.2,27,33,81.8,0,0.1,-0.1,2,11,0,0,7,Matches
408,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,22,1996,21.6,1298,1419,91.5,28010,7351,333,354,94.1,704,737,95.5,250,308,81.2,1,0,+1.0,1,41,0,0,51,Matches
409,Leroy Sané\2b114be3,de GER,FW,Manchester City,22,1996,20.7,749,955,78.4,10707,2336,464,538,86.2,235,281,83.6,28,79,35.4,10,6.6,+3.4,36,26,37,0,76,Matches
410,Fabian Schär\c8aa95da,ch SUI,DF,Newcastle Utd,26,1991,22.2,695,1019,68.2,17967,8098,172,207,83.1,317,388,81.7,204,404,50.5,1,0.6,+0.4,11,87,9,1,66,Matches
411,Christopher Schindler\8ae9869d,de GER,DF,Huddersfield,28,1990,36.2,1278,1485,86.1,28552,8460,341,381,89.5,660,736,89.7,266,343,77.6,0,0.3,-0.3,2,79,4,0,67,Matches
412,Jeffrey Schlupp\3312f911,gh GHA,MF,Crystal Palace,25,1992,18.6,488,648,75.3,7497,2346,268,315,85.1,180,236,76.3,29,62,46.8,1,1.5,-0.5,17,52,13,3,57,Matches
413,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,31,1986,38,847,1235,68.6,32002,20158,56,57,98.2,306,311,98.4,484,865,56,0,0.4,-0.4,1,9,0,0,2,Matches
414,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,28,1989,9.3,490,549,89.3,8948,2101,236,253,93.3,182,201,90.5,68,89,76.4,1,0.9,+0.1,8,49,4,0,27,Matches
415,André Schürrle\ecbb3fdf,de GER,FWMF,Fulham,27,1990,18.2,431,588,73.3,6671,1540,260,306,85,128,171,74.9,35,70,50,0,1.5,-1.5,20,31,21,7,35,Matches
416,Ken Sema\1770bd68,se SWE,MFFW,Watford,24,1993,8.4,173,250,69.2,2587,529,96,120,80,74,97,76.3,3,18,16.7,2,0.7,+1.3,6,9,4,0,16,Matches
417,Jean Seri\10efd0e1,ci CIV,MF,Fulham,27,1991,24.9,1454,1731,84,27613,6928,602,663,90.8,604,677,89.2,215,331,65,2,3.7,-1.7,53,121,27,5,124,Matches
418,Ryan Sessegnon\6aa3e78b,eng ENG,FWDF,Fulham,18,2000,25.6,576,824,69.9,9340,3570,312,373,83.6,215,299,71.9,42,115,36.5,6,4.4,+1.6,30,33,16,4,59,Matches
419,Xherdan Shaqiri\6421ec64,ch SUI,FWMF,Liverpool,26,1991,11.8,543,694,78.2,9884,2625,270,308,87.7,198,238,83.2,70,128,54.7,3,2.1,+0.9,19,49,35,6,65,Matches
420,Luke Shaw\9c94165b,eng ENG,DF,Manchester Utd,23,1995,28.8,1666,1982,84.1,26189,11318,919,1000,91.9,622,728,85.4,101,180,56.1,4,3.5,+0.5,33,125,32,8,174,Matches
421,Jonjo Shelvey\3727dd3c,eng ENG,MF,Newcastle Utd,26,1992,10.5,464,683,67.9,11357,4393,126,160,78.8,204,253,80.6,126,254,49.6,1,1.3,-0.3,23,78,22,4,68,Matches
422,Gylfi Sigurðsson\76dd1480,is ISL,MF,Everton,28,1989,34.6,825,1229,67.1,14610,5466,389,477,81.6,303,403,75.2,110,267,41.2,6,6.8,-0.8,69,99,49,8,126,Matches
423,Adrien Silva\d6f88a1d,pt POR,MF,Leicester City,29,1989,1,69,77,89.6,1343,332,31,34,91.2,25,28,89.3,12,13,92.3,0,0,0,0,10,1,0,8,Matches
424,Bernardo Silva\3eb22ec9,pt POR,MFFW,Manchester City,23,1994,31.7,1518,1805,84.1,25499,5591,757,833,90.9,594,687,86.5,137,212,64.6,7,7.4,-0.4,67,97,60,6,147,Matches
425,David Silva\e2716bd0,es ESP,MF,Manchester City,32,1986,26.7,1782,2081,85.6,28878,6355,926,1035,89.5,709,800,88.6,126,190,66.3,8,9.4,-1.4,73,137,87,4,189,Matches
426,Xande Silva\15d561fa,pt POR,MF,West Ham,21,1997,0.2,3,5,60,38,3,2,2,100,1,2,50,0,1,0,0,0,0,1,0,0,0,0,Matches
427,Danny Simpson\3201b03d,eng ENG,DF,Leicester City,31,1987,3.2,108,152,71.1,2070,961,37,53,69.8,50,63,79.4,17,30,56.7,0,0,0,1,8,0,0,7,Matches
428,Jack Simpson\76fa5f80,eng ENG,DF,Bournemouth,21,1996,4.5,191,225,84.9,4173,1490,50,57,87.7,104,116,89.7,35,48,72.9,0,0.1,-0.1,1,12,1,0,10,Matches
429,Josh Sims\6d6f09dc,eng ENG,FWMF,Southampton,21,1997,2.4,36,46,78.3,532,153,18,23,78.3,14,16,87.5,2,4,50,1,0.5,+0.5,2,1,2,2,1,Matches
430,Moussa Sissoko\2acd49b9,fr FRA,MF,Tottenham,28,1989,25.9,1195,1387,86.2,20388,4843,562,629,89.3,487,541,90,115,161,71.4,3,2.5,+0.5,23,100,11,3,89,Matches
431,Oliver Skipp\6250083a,eng ENG,MF,Tottenham,17,2000,2.4,113,130,86.9,1980,411,47,53,88.7,54,59,91.5,10,13,76.9,0,0,0,1,6,0,0,5,Matches
432,Callum Slattery\059948df,eng ENG,MF,Southampton,19,1999,1.2,21,32,65.6,363,92,10,12,83.3,8,11,72.7,2,6,33.3,0,0,0,0,3,1,0,3,Matches
433,Chris Smalling\b6964eb6,eng ENG,DF,Manchester Utd,28,1989,23.6,794,909,87.3,16890,4083,216,242,89.3,431,466,92.5,139,187,74.3,0,0.4,-0.4,3,26,1,0,33,Matches
434,Adam Smith\20b104bc,eng ENG,DF,Bournemouth,27,1991,23,864,1070,80.7,14210,5471,444,501,88.6,345,416,82.9,65,118,55.1,1,0.8,+0.2,10,71,15,2,82,Matches
435,Tommy Smith\e9208654,eng ENG,DF,Huddersfield,26,1992,12.7,470,615,76.4,8721,3041,208,239,87,182,234,77.8,75,125,60,0,0.4,-0.4,7,32,7,4,32,Matches
436,Robert Snodgrass\9f4647e9,sct SCO,MF,West Ham,30,1987,24.7,864,1138,75.9,14628,4381,406,464,87.5,301,382,78.8,103,206,50,5,4.9,+0.1,62,81,30,5,82,Matches
437,Cédric Soares\839c14e1,pt POR,DF,Southampton,26,1991,16.6,566,801,70.7,9661,3894,298,341,87.4,196,254,77.2,61,163,37.4,2,1.5,+0.5,13,46,21,10,58,Matches
438,Ramadan Sobhi\98be0d02,eg EGY,FWMF,Huddersfield,21,1997,0.9,36,45,80,468,155,23,26,88.5,11,17,64.7,0,0,,0,0.2,-0.2,3,0,4,1,5,Matches
439,Dominic Solanke\e77dc3b2,eng ENG,FW,Bournemouth,20,1997,3.9,73,101,72.3,894,185,46,55,83.6,21,27,77.8,1,6,16.7,1,0.6,+0.4,8,3,2,0,6,Matches
440,Pape Souaré\46b5375e,sn SEN,DF,Crystal Palace,28,1990,0,3,3,100,86,0,0,0,,2,2,100,1,1,100,0,0,0,0,0,0,0,0,Matches
441,Çağlar Söyüncü\21166ff4,tr TUR,DF,Leicester City,22,1996,4.1,183,213,85.9,3456,1243,68,73,93.2,91,96,94.8,22,39,56.4,0,0,0,0,9,2,1,17,Matches
442,Julián Speroni\8e65a5e5,ar ARG,GK,Crystal Palace,39,1979,1,16,36,44.4,809,687,0,0,,1,1,100,15,35,42.9,0,0,0,0,2,0,0,0,Matches
443,Junior Stanislas\6992791d,eng ENG,MFFW,Bournemouth,28,1989,11.5,405,532,76.1,6644,2325,206,244,84.4,155,186,83.3,36,67,53.7,3,2,+1.0,14,32,26,4,60,Matches
444,Dale Stephens\653ee42d,eng ENG,MF,Brighton,29,1989,27.6,1145,1363,84,24956,6403,361,416,86.8,557,610,91.3,216,303,71.3,1,0.7,+0.3,19,138,10,1,114,Matches
445,Jack Stephens\6adbc307,eng ENG,DF,Southampton,24,1994,18.9,595,783,76,12646,5134,210,238,88.2,264,326,81,113,204,55.4,0,0.3,-0.3,5,49,5,0,47,Matches
446,Raheem Sterling\b400bde0,eng ENG,FW,Manchester City,23,1994,30.8,1098,1332,82.4,15322,3203,702,772,90.9,345,422,81.8,32,76,42.1,9,9.2,-0.2,59,19,56,5,94,Matches
447,John Stones\5eecec3d,eng ENG,DF,Manchester City,24,1994,19.6,1651,1735,95.2,34220,9445,512,528,97,861,893,96.4,270,305,88.5,0,0.2,-0.2,5,111,5,0,87,Matches
448,Daniel Sturridge\1b7ec703,eng ENG,FWMF,Liverpool,28,1989,5.7,148,187,79.1,2543,752,76,88,86.4,52,66,78.8,16,22,72.7,1,1.2,-0.2,8,13,11,0,31,Matches
449,Denis Suárez\12c50af5,es ESP,FW,Arsenal,24,1994,0.8,32,35,91.4,444,69,20,20,100,8,10,80,2,2,100,0,0,0,0,2,1,0,1,Matches
450,Isaac Success\f573a8bf,ng NGA,FWMF,Watford,22,1996,11.7,259,365,71,4114,904,137,180,76.1,88,116,75.9,21,37,56.8,1,2,-1,19,12,20,5,30,Matches
451,Ki Sung-yueng\1d8c99b0,kr KOR,MF,Newcastle Utd,29,1989,14.5,518,640,80.9,11138,2971,181,202,89.6,214,242,88.4,115,180,63.9,1,1,0,14,52,8,1,55,Matches
452,Andrew Surman\7d41b619,eng ENG,MF,Bournemouth,31,1986,16,730,839,87,13716,3891,303,333,91,313,346,90.5,101,137,73.7,0,0.8,-0.8,10,59,17,1,78,Matches
453,Sam Surridge\b017b770,eng ENG,FWDF,Bournemouth,20,1998,0.1,3,5,60,34,0,2,4,50,1,1,100,0,0,,0,0.1,-0.1,1,0,0,0,0,Matches
454,Alexander Sørloth\e92cd3f7,no NOR,FWMF,Crystal Palace,22,1995,2.1,41,61,67.2,537,113,24,37,64.9,13,18,72.2,1,2,50,0,0.7,-0.7,3,2,1,0,3,Matches
455,Matt Targett\e514ab62,eng ENG,DFMF,Southampton,22,1995,13.2,447,678,65.9,7887,3966,224,272,82.4,163,244,66.8,55,130,42.3,3,2.7,+0.3,23,36,16,10,57,Matches
456,James Tarkowski\15ea812b,eng ENG,DF,Burnley,25,1992,34.3,796,1098,72.5,19983,7728,179,218,82.1,388,467,83.1,222,395,56.2,1,0.2,+0.8,5,91,11,0,97,Matches
457,Charlie Taylor\cc2d7ad5,eng ENG,DF,Burnley,24,1993,36,1224,1706,71.7,22051,9514,599,669,89.5,456,612,74.5,151,351,43,1,1,0,11,68,21,12,94,Matches
458,Youri Tielemans\56f7a928,be BEL,MF,Leicester City,21,1997,12.1,542,645,84,10283,2343,220,250,88,235,261,90,76,102,74.5,4,2.5,+1.5,19,65,13,3,63,Matches
459,James Tomkins\e7ca0439,eng ENG,DF,Crystal Palace,29,1989,28.4,904,1063,85,21623,6627,205,220,93.2,452,489,92.4,238,340,70,1,0.9,+0.1,6,58,3,0,41,Matches
460,Lucas Torreira\52611641,uy URU,MF,Arsenal,22,1996,26.5,1412,1618,87.3,26219,6276,551,602,91.5,670,738,90.8,164,226,72.6,2,1.2,+0.8,16,99,20,1,121,Matches
461,Cenk Tosun\9a104dee,tr TUR,FW,Everton,27,1991,11.8,184,248,74.2,2672,427,103,133,77.4,50,64,78.1,16,20,80,3,0.6,+2.4,11,7,8,1,15,Matches
462,Andros Townsend\b28bbd58,eng ENG,FWMF,Crystal Palace,27,1991,33.4,881,1221,72.2,14194,3847,482,561,85.9,297,390,76.2,79,193,40.9,4,5.1,-1.1,62,56,45,20,96,Matches
463,Adama Traoré\9a28eba4,es ESP,FWDF,Wolves,22,1996,10,237,331,71.6,3843,1175,130,166,78.3,76,102,74.5,22,34,64.7,1,1.8,-0.8,16,16,20,11,26,Matches
464,Mark Travers\fe558029,ie IRL,GK,Bournemouth,19,1999,2,43,57,75.4,1271,698,9,10,90,17,17,100,17,30,56.7,0,0,0,0,0,0,0,1,Matches
465,Kieran Trippier\21512407,eng ENG,DF,Tottenham,27,1990,25.3,1530,1995,76.7,29631,11707,631,699,90.3,662,794,83.4,227,450,50.4,3,4.5,-1.5,48,89,64,27,167,Matches
466,Antonio Valencia\08aa17d0,ec ECU,DF,Manchester Utd,32,1985,5.2,279,325,85.8,4657,1867,153,162,94.4,97,108,89.8,26,47,55.3,0,0.6,-0.6,7,21,7,4,23,Matches
467,Yan Valery\531a4aa8,fr FRA,DFMF,Southampton,19,1999,19,377,613,61.5,6518,2802,184,221,83.3,152,241,63.1,35,116,30.2,1,0.2,+0.8,5,30,6,3,36,Matches
468,Jamie Vardy\45963054,eng ENG,FW,Leicester City,31,1987,30.3,284,441,64.4,4428,857,148,212,69.8,109,163,66.9,19,36,52.8,4,4.5,-0.5,30,13,18,4,31,Matches
469,Jan Vertonghen\ba23a904,be BEL,DF,Tottenham,31,1987,21.2,1340,1523,88,27900,8486,385,418,92.1,750,805,93.2,195,270,72.2,0,0.3,-0.3,4,120,7,3,83,Matches
470,Jannik Vestergaard\1900032e,dk DEN,DF,Southampton,25,1992,22.5,671,860,78,13421,4902,260,295,88.1,302,360,83.9,100,186,53.8,0,0.5,-0.5,5,62,2,0,56,Matches
471,Luciano Vietto\2513a588,ar ARG,FWMF,Fulham,24,1993,11,334,425,78.6,5122,1198,192,224,85.7,112,133,84.2,20,40,50,4,2.2,+1.8,25,16,14,3,30,Matches
472,Rúben Vinagre\b937e490,pt POR,DFMF,Wolves,19,1999,7.9,301,420,71.7,4890,1813,162,197,82.2,121,164,73.8,16,41,39,0,1,-1,6,19,7,6,26,Matches
473,Sam Vokes\1d6ac165,wls WAL,FWMF,Burnley,28,1989,10.2,147,259,56.8,1890,509,90,140,64.3,47,95,49.5,3,6,50,0,0.4,-0.4,6,18,4,0,23,Matches
474,Michel Vorm\1bebde9d,nl NED,GK,Tottenham,34,1983,2,54,62,87.1,1306,678,8,8,100,34,34,100,12,20,60,0,0,0,0,0,0,0,0,Matches
475,Matěj Vydra\0d4ceb32,cz CZE,MFFW,Burnley,26,1992,3.5,48,74,64.9,624,87,32,47,68.1,11,15,73.3,2,6,33.3,1,0.2,+0.8,1,0,3,0,3,Matches
476,Theo Walcott\1ecb65be,eng ENG,FWMF,Everton,29,1989,23.5,444,628,70.7,6590,2017,259,314,82.5,136,202,67.3,31,63,49.2,2,2.5,-0.5,24,40,18,10,51,Matches
477,Kyle Walker\86dd77d1,eng ENG,DF,Manchester City,28,1990,30.9,2342,2657,88.1,45909,11670,901,961,93.8,1086,1188,91.4,335,464,72.2,1,1.6,-0.6,22,238,27,5,155,Matches
478,Kyle Walker-Peters\984a5a64,eng ENG,DF,Tottenham,21,1997,4.2,185,225,82.2,2881,970,109,119,91.6,62,72,86.1,12,19,63.2,3,0.7,+2.3,8,6,4,2,12,Matches
479,Aaron Wan-Bissaka\9e525177,eng ENG,DF,Crystal Palace,20,1997,34.8,1148,1520,75.5,17031,8310,688,777,88.5,367,488,75.2,66,163,40.5,3,1.9,+1.1,14,81,26,10,118,Matches
480,Victor Wanyama\e0900238,ke KEN,MF,Tottenham,27,1991,5.7,258,310,83.2,4570,891,110,122,90.2,124,145,85.5,22,31,71,0,0,0,2,17,0,0,14,Matches
481,Danny Ward\cfb29823,eng ENG,FW,Cardiff City,26,1991,4.9,46,85,54.1,730,169,28,52,53.8,16,25,64,2,3,66.7,0,0.3,-0.3,6,8,2,0,9,Matches
482,Joel Ward\8a7ff278,eng ENG,DF,Crystal Palace,28,1989,6.1,183,248,73.8,2950,1640,101,113,89.4,62,85,72.9,17,40,42.5,0,0.2,-0.2,3,20,3,1,17,Matches
483,Stephen Ward\3831b9fe,ie IRL,DF,Burnley,32,1985,2.5,110,150,73.3,1935,803,51,58,87.9,46,57,80.7,10,27,37,0,0.1,-0.1,1,8,2,1,8,Matches
484,James Ward-Prowse\3515d404,eng ENG,MFDF,Southampton,23,1994,21.6,621,904,68.7,11287,3548,300,351,85.5,237,308,76.9,77,218,35.3,0,3.3,-3.3,44,51,12,5,44,Matches
485,Danny Welbeck\ce5143da,eng ENG,FWMF,Arsenal,27,1990,1.7,43,59,72.9,668,270,22,27,81.5,19,28,67.9,1,2,50,1,0.9,+0.1,7,6,2,0,10,Matches
486,Ashley Westwood\495945ef,eng ENG,MF,Burnley,28,1990,31.4,1110,1504,73.8,22964,7092,432,500,86.4,450,562,80.1,215,405,53.1,7,4.8,+2.2,42,137,41,9,161,Matches
487,Connor Wickham\41cc19c2,eng ENG,FW,Crystal Palace,25,1993,0.7,7,13,53.8,90,26,4,6,66.7,3,6,50,0,0,,1,0.3,+0.7,1,0,0,0,1,Matches
488,Georginio Wijnaldum\eb58eef0,nl NED,MF,Liverpool,27,1990,30.3,1619,1780,91,28658,6117,724,772,93.8,706,755,93.5,172,211,81.5,0,1.2,-1.2,21,186,20,2,123,Matches
489,Danny Williams\ec9a28ce,us USA,MF,Huddersfield,29,1989,1.1,17,22,77.3,284,43,8,10,80,8,9,88.9,1,2,50,0,0,0,1,2,0,0,2,Matches
490,Willian\8b9ebd03,br BRA,FW,Chelsea,29,1988,23.3,1105,1414,78.1,19221,5233,549,627,87.6,407,486,83.7,132,240,55,6,6,0,83,59,50,12,120,Matches
491,Joe Willock\a3b03921,eng ENG,MF,Arsenal,18,1999,0.7,12,12,100,207,29,7,7,100,4,4,100,1,1,100,0,0,0,0,2,0,0,0,Matches
492,Ben Wilmot\2876eaa3,eng ENG,MFDF,Watford,18,1999,0.3,8,10,80,231,143,1,1,100,4,6,66.7,3,3,100,0,0,0,0,2,0,0,1,Matches
493,Jack Wilshere\9c318325,eng ENG,MF,West Ham,26,1992,4.4,195,214,91.1,3309,546,105,107,98.1,63,64,98.4,21,29,72.4,1,0.4,+0.6,6,18,1,0,11,Matches
494,Callum Wilson\c596fcb0,eng ENG,FW,Bournemouth,26,1992,28.1,316,462,68.4,4818,1146,175,237,73.8,107,141,75.9,22,36,61.1,9,4.7,+4.3,29,16,20,3,42,Matches
495,Harry Winks\2f7acede,eng ENG,MF,Tottenham,22,1996,17.7,1288,1400,92,24294,4990,553,590,93.7,538,563,95.6,178,214,83.2,0,0.2,-0.2,7,127,13,0,83,Matches
496,Chris Wood\4e9a0555,nz NZL,FW,Burnley,26,1991,28.8,411,625,65.8,5299,1015,285,393,72.5,93,152,61.2,15,37,40.5,2,1.9,+0.1,16,18,11,2,28,Matches
497,Granit Xhaka\e61b8aee,ch SUI,MFDF,Arsenal,25,1992,27.8,1948,2371,82.2,40432,11571,704,775,90.8,875,989,88.5,346,551,62.8,2,3.4,-1.4,38,217,36,11,209,Matches
498,Andriy Yarmolenko\849c826a,ua UKR,MFFW,West Ham,28,1989,5.1,165,214,77.1,2725,675,78,95,82.1,65,76,85.5,15,28,53.6,0,0.2,-0.2,4,6,9,2,18,Matches
