Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
499,DeAndre Yedlin\ae0a7ddf,us USA,DF,Newcastle Utd,25,1993,27.5,784,1091,71.9,13697,6279,362,424,85.4,335,451,74.3,71,173,41,2,2.9,-0.9,30,45,31,13,72,Matches
500,Maya Yoshida\caffaf5a,jp JPN,DF,Southampton,29,1988,16.9,431,548,78.6,8584,3040,171,191,89.5,179,214,83.6,73,130,56.2,1,0.5,+0.5,6,36,2,0,34,Matches
501,Ashley Young\be927d03,eng ENG,DF,Manchester Utd,33,1985,28.5,1372,1889,72.6,26666,11761,586,662,88.5,555,708,78.4,212,449,47.2,2,3.3,-1.3,40,114,32,12,134,Matches
502,Pablo Zabaleta\6813ac34,ar ARG,DF,West Ham,33,1985,23.2,861,1131,76.1,13983,5780,427,487,87.7,351,430,81.6,63,161,39.1,1,0.9,+0.1,7,71,12,5,80,Matches
503,Wilfried Zaha\b2bc3b1f,ci CIV,FW,Crystal Palace,25,1992,33.7,843,1097,76.8,12581,3652,515,620,83.1,247,300,82.3,59,89,66.3,5,5.3,-0.3,53,63,65,9,129,Matches
504,Andre-Frank Zambo Anguissa\6bb2c084,cm CMR,MF,Fulham,22,1995,16.9,930,1061,87.7,15663,4466,424,460,92.2,416,471,88.3,70,95,73.7,0,0.4,-0.4,6,95,6,1,73,Matches
505,Davide Zappacosta\7fe90ccd,it ITA,DF,Chelsea,26,1992,1.4,77,91,84.6,1259,350,39,47,83,32,33,97,6,9,66.7,0,0.1,-0.1,1,2,1,1,2,Matches
506,Oleksandr Zinchenko\51cf8561,ua UKR,DF,Manchester City,21,1996,12.8,1208,1339,90.2,21156,5351,569,611,93.1,532,580,91.7,101,129,78.3,3,1.5,+1.5,12,131,22,5,97,Matches
507,Kenneth Zohore\5e508d0d,dk DEN,FW,Cardiff City,24,1994,8.4,100,153,65.4,1385,262,66,95,69.5,25,37,67.6,6,9,66.7,1,1.1,-0.1,13,8,3,2,7,Matches
508,Kurt Zouma\ce4246f5,fr FRA,DF,Everton,23,1994,29,1209,1401,86.3,26145,8158,406,440,92.3,553,612,90.4,242,330,73.3,2,0.3,+1.7,4,67,3,0,79,Matches
