Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
272,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,30,1989,8.6,530,603,87.9,11989,3514,141,152,92.8,280,296,94.6,108,150,72,1,0.4,+0.6,1,43,4,0,34,Matches
273,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,30,1989,17,497,726,68.5,9818,4195,200,220,90.9,212,291,72.9,78,192,40.6,1,1,0,12,46,16,4,64,Matches
274,David Luiz\c0e27d1a,br BRA,DF,Arsenal,32,1987,31.2,1481,1713,86.5,36779,10647,280,305,91.8,793,825,96.1,398,562,70.8,1,0.9,+0.1,4,99,9,1,77,Matches
275,Douglas Luiz\6f7d826d,br BRA,MF,Aston Villa,21,1998,29,984,1216,80.9,20870,4818,356,410,86.8,422,497,84.9,195,284,68.7,2,1.4,+0.6,16,114,20,4,99,Matches
276,John Lundstram\0df2b165,eng ENG,MF,Sheffield Utd,25,1994,27.3,966,1202,80.4,18422,3847,457,526,86.9,345,409,84.4,143,212,67.5,3,2.3,+0.7,19,77,31,6,84,Matches
277,Alexis Mac Allister\83d074ff,ar ARG,MFFW,Brighton,20,1998,3.9,84,130,64.6,1479,361,38,48,79.2,37,48,77.1,8,31,25.8,0,0.3,-0.3,5,7,1,1,6,Matches
278,James Maddison\ee38d9c5,eng ENG,MF,Leicester City,22,1996,29.2,1282,1674,76.6,25940,7779,501,573,87.4,538,630,85.4,221,414,53.4,3,7.4,-4.4,84,154,45,6,172,Matches
279,Harry Maguire\d8931174,eng ENG,DF,Manchester Utd,26,1993,38,2127,2403,88.5,46934,11790,552,609,90.6,1160,1247,93,396,518,76.4,1,0.6,+0.4,16,167,2,0,98,Matches
280,Riyad Mahrez\892d5bb1,dz ALG,FWMF,Manchester City,28,1991,21.6,1009,1188,84.9,18604,4416,459,500,91.8,400,462,86.6,133,184,72.3,9,8.8,+0.2,58,53,72,8,120,Matches
281,Ainsley Maitland-Niles\e3a5814e,eng ENG,DF,Arsenal,21,1997,15.4,825,999,82.6,14121,4762,392,437,89.7,331,385,86,84,136,61.8,2,1.5,+0.5,10,49,13,5,51,Matches
282,Sadio Mané\c691bfe2,sn SEN,FW,Liverpool,27,1992,30.5,933,1162,80.3,15604,3867,484,560,86.4,328,405,81,96,128,75,7,7.3,-0.3,56,65,67,11,120,Matches
283,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,25,1994,17.8,452,632,71.5,7517,2822,229,271,84.5,176,242,72.7,34,84,40.5,1,0.4,+0.6,6,27,5,4,27,Matches
284,Solly March\bb5fbd2b,eng ENG,DFFW,Brighton,25,1994,12.7,435,601,72.4,8096,2332,200,232,86.2,181,232,78,51,109,46.8,1,0.8,+0.2,13,18,20,7,43,Matches
285,Pablo Marí\aa54ec6f,es ESP,DF,Arsenal,25,1993,1.3,81,91,89,1746,362,29,30,96.7,36,36,100,16,23,69.6,0,0,0,0,4,0,0,4,Matches
286,Adrian Mariappa\8aa5f52c,jm JAM,DF,Watford,32,1986,16.8,426,585,72.8,8470,3772,152,174,87.4,204,270,75.6,61,123,49.6,0,0.4,-0.4,4,32,3,3,37,Matches
287,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,23,1995,29.2,575,721,79.8,8013,1715,360,415,86.7,168,206,81.6,22,31,71,6,4.1,+1.9,31,36,33,1,64,Matches
288,David Martin\07666c20,eng ENG,GK,West Ham,33,1986,4.8,55,124,44.4,2858,2411,1,1,100,10,10,100,44,113,38.9,0,0,0,0,2,0,0,0,Matches
289,Josh Martin\3f072a68,eng ENG,FWMF,Norwich City,17,2001,0.4,12,16,75,138,29,10,11,90.9,2,4,50,0,0,,0,0,0,0,1,0,0,0,Matches
290,Martinelli\48a5a5d6,br BRA,FW,Arsenal,18,2001,7.4,86,138,62.3,1243,373,58,76,76.3,19,39,48.7,7,10,70,0,0.3,-0.3,2,2,6,1,10,Matches
291,Emiliano Martínez\7956236f,ar ARG,GK,Arsenal,26,1992,8.6,212,293,72.4,5765,3162,44,44,100,107,110,97.3,57,134,42.5,0,0,0,0,6,0,0,0,Matches
292,Adam Masina\de0f152c,ma MAR,DF,Watford,25,1994,20.2,582,934,62.3,11965,6035,227,271,83.8,249,367,67.8,95,250,38,0,0.6,-0.6,13,57,15,12,60,Matches
293,Arthur Masuaku\57df7a11,cd COD,DF,West Ham,25,1993,10.4,472,588,80.3,7541,3002,268,296,90.5,153,188,81.4,39,71,54.9,1,1,0,6,27,5,3,38,Matches
294,Juan Mata\29733c72,es ESP,MFFW,Manchester Utd,31,1988,8.4,442,523,84.5,7011,1625,258,271,95.2,137,163,84,41,65,63.1,2,2,0,19,41,18,2,40,Matches
295,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,30,1988,17.6,1095,1240,88.3,20187,5092,477,519,91.9,477,515,92.6,132,179,73.7,2,1.2,+0.8,17,117,12,1,98,Matches
296,Joël Matip\b217ef29,cm CMR,DF,Liverpool,27,1991,7.8,448,514,87.2,10256,3136,98,107,91.6,264,282,93.6,85,122,69.7,0,0,0,0,46,2,0,39,Matches
297,Neal Maupay\4bcf39f6,fr FRA,FW,Brighton,22,1996,30.7,540,688,78.5,8465,1457,291,354,82.2,179,212,84.4,42,59,71.2,3,2.4,+0.6,26,28,27,3,54,Matches
298,James McArthur\cee31595,sct SCO,MF,Crystal Palace,31,1987,34.3,1153,1474,78.2,20358,6397,521,599,87,471,566,83.2,128,222,57.7,3,2.6,+0.4,33,126,24,3,132,Matches
299,Oliver McBurnie\78b8ac63,sct SCO,FW,Sheffield Utd,23,1996,23.5,406,629,64.5,5901,1565,245,344,71.2,121,196,61.7,24,38,63.2,0,1.5,-1.5,12,27,13,0,51,Matches
300,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,29,1989,28,442,815,54.2,17494,12983,51,55,92.7,146,149,98,244,609,40.1,0,0,0,1,27,1,0,0,Matches
301,James McCarthy\64b08de7,ie IRL,MF,Crystal Palace,28,1990,18.7,630,818,77,12698,3516,240,287,83.6,246,280,87.9,115,202,56.9,0,0.8,-0.8,18,62,8,0,54,Matches
302,John McGinn\90f91999,sct SCO,MF,Aston Villa,24,1994,25.7,584,772,75.6,13625,3883,190,226,84.1,241,292,82.5,140,216,64.8,3,2.4,+0.6,40,71,30,9,90,Matches
303,David McGoldrick\dbe56a33,ie IRL,FW,Sheffield Utd,31,1987,20.2,475,623,76.2,7903,1290,244,294,83,185,235,78.7,38,64,59.4,2,2.1,-0.1,16,27,9,3,34,Matches
304,Michael McGovern\51a19d04,nir NIR,GK,Norwich City,35,1984,1.8,31,51,60.8,827,541,8,8,100,8,8,100,13,33,39.4,0,0,0,0,0,0,0,0,Matches
305,Kenny McLean\471f16b3,sct SCO,MF,Norwich City,27,1992,33,1324,1689,78.4,23426,7805,640,745,85.9,498,596,83.6,153,276,55.4,1,2.2,-1.2,26,131,19,5,141,Matches
306,Dwight McNeil\fc15fb84,eng ENG,MF,Burnley,19,1999,37.1,874,1277,68.4,16975,5390,423,492,86,279,377,74,156,321,48.6,6,6.6,-0.6,55,91,41,29,72,Matches
307,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,22,1996,19.7,816,995,82,16601,4084,311,371,83.8,352,406,86.7,143,191,74.9,1,0.7,+0.3,14,88,11,2,82,Matches
308,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,29,1989,32,875,1172,74.7,20670,7936,234,264,88.6,411,479,85.8,223,410,54.4,1,0.7,+0.3,6,59,1,0,53,Matches
309,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,25,1994,16.6,1108,1285,86.2,19848,5802,485,524,92.6,518,581,89.2,93,143,65,2,1.3,+0.7,20,55,38,20,115,Matches
310,Nampalys Mendy\1598599e,sn SEN,MF,Leicester City,27,1992,3.2,194,212,91.5,3423,769,78,87,89.7,96,98,98,16,21,76.2,0,0.1,-0.1,3,22,1,0,10,Matches
311,Chris Mepham\fed96827,wls WAL,DF,Bournemouth,21,1997,10.1,414,483,85.7,8780,2805,114,127,89.8,231,255,90.6,66,93,71,0,0.1,-0.1,1,16,0,0,23,Matches
312,Max Meyer\eba42d2b,de GER,MFFW,Crystal Palace,23,1995,7.3,160,213,75.1,2202,608,99,115,86.1,44,54,81.5,7,18,38.9,0,0.7,-0.7,5,12,8,2,16,Matches
313,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,28,1991,27.9,1161,1506,77.1,24844,8188,386,442,87.3,529,605,87.4,227,423,53.7,1,1.8,-0.8,28,104,9,0,104,Matches
314,James Milner\2f90f6b8,eng ENG,MFDF,Liverpool,33,1986,10.4,664,773,85.9,13508,3314,237,260,91.2,318,345,92.2,105,147,71.4,2,0.7,+1.3,9,68,11,1,64,Matches
315,Yerry Mina\6d5701f2,co COL,DF,Everton,24,1994,25.4,1070,1251,85.5,25551,7204,239,269,88.8,555,619,89.7,269,346,77.7,1,0.2,+0.8,4,50,1,0,61,Matches
316,Takumi Minamino\f833a830,jp JPN,FWMF,Liverpool,24,1995,2.8,98,111,88.3,1465,186,54,60,90,35,39,89.7,5,7,71.4,0,0,0,1,3,4,1,5,Matches
317,Tyrone Mings\8397a50c,eng ENG,DF,Aston Villa,26,1993,32.2,1055,1333,79.1,26161,8291,221,247,89.5,546,590,92.5,281,467,60.2,2,0.7,+1.3,7,65,4,1,50,Matches
318,Tyrick Mitchell\5cbd1eb0,eng ENG,DF,Crystal Palace,19,1999,2.2,96,119,80.7,1639,850,48,56,85.7,45,50,90,3,10,30,0,0.2,-0.2,4,8,3,3,10,Matches
319,Henrikh Mkhitaryan\dd0daf32,am ARM,FW,Arsenal,30,1989,1.2,58,77,75.3,938,221,30,32,93.8,20,27,74.1,6,11,54.5,0,0.2,-0.2,2,3,2,0,6,Matches
320,Nacho Monreal\d4cb83cc,es ESP,DF,Arsenal,33,1986,3,182,201,90.5,2684,1130,106,112,94.6,66,71,93,6,12,50,0,0.3,-0.3,3,8,1,0,7,Matches
321,Martín Montoya\5cec2487,es ESP,DF,Brighton,28,1991,21.1,1006,1255,80.2,17678,6214,493,559,88.2,399,473,84.4,104,170,61.2,1,1.4,-0.4,20,41,34,18,90,Matches
322,Simon Moore\e7434f04,eng ENG,GK,Sheffield Utd,29,1990,2,19,48,39.6,946,736,0,0,,8,8,100,11,40,27.5,0,0,0,0,0,0,0,0,Matches
323,Aaron Mooy\47b7e3af,au AUS,MFFW,Brighton,28,1990,23.2,825,1075,76.7,14311,4142,438,490,89.4,272,325,83.7,97,200,48.5,2,3.4,-1.4,39,80,31,7,96,Matches
324,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,22,1996,19.8,277,377,73.5,4417,613,147,195,75.4,96,123,78,23,34,67.6,1,0.8,+0.2,11,21,2,0,12,Matches
325,Wes Morgan\80c31c97,jm JAM,DF,Leicester City,35,1984,4.8,220,238,92.4,4281,1033,57,61,93.4,140,148,94.6,21,25,84,0,0,0,0,3,0,0,8,Matches
326,Ravel Morrison\bf59c794,jm JAM,MF,Sheffield Utd,26,1993,0.1,4,6,66.7,53,30,2,3,66.7,2,2,100,0,0,,0,0,0,0,2,0,0,1,Matches
327,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,20,1999,31.9,1116,1380,80.9,17845,4745,620,676,91.7,333,415,80.2,113,196,57.7,5,4.6,+0.4,53,105,34,6,104,Matches
328,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,26,1992,24.9,581,799,72.7,8736,2505,336,402,83.6,197,269,73.2,33,71,46.5,4,2.4,+1.6,32,43,32,3,77,Matches
329,Lys Mousset\d9cfca3d,fr FRA,FW,Sheffield Utd,23,1996,13.8,176,239,73.6,2351,391,119,142,83.8,47,66,71.2,5,11,45.5,4,2.5,+1.5,11,9,5,1,12,Matches
330,João Moutinho\f5a00fa4,pt POR,MF,Wolves,32,1986,34.5,1614,2022,79.8,35527,8827,511,574,89,727,834,87.2,359,558,64.3,6,6.1,-0.1,80,157,33,12,160,Matches
331,Glenn Murray\f2f29dda,eng ENG,FW,Brighton,35,1983,8.9,116,177,65.5,1653,304,69,87,79.3,33,57,57.9,9,17,52.9,1,0.5,+0.5,4,7,4,0,11,Matches
332,Shkodran Mustafi\3f2d59fe,de GER,DF,Arsenal,27,1992,13.4,663,790,83.9,15630,4622,137,160,85.6,364,402,90.5,159,210,75.7,1,0,+1.0,1,48,1,0,42,Matches
333,Yoshinori Mutō\5343eb4e,jp JPN,FWMF,Newcastle Utd,27,1992,2.4,26,31,83.9,390,132,12,14,85.7,11,12,91.7,2,3,66.7,0,0.1,-0.1,2,1,2,1,3,Matches
334,Georges-Kévin N'Koudou\76c131da,fr FRA,FW,Tottenham,24,1995,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
335,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,25,1994,20.4,669,792,84.5,12496,2647,280,325,86.2,292,322,90.7,86,121,71.1,0,0.4,-0.4,11,37,4,0,38,Matches
336,Wilfred Ndidi\6b47c5db,ng NGA,MF,Leicester City,22,1996,29.7,1416,1648,85.9,26446,5630,584,665,87.8,618,684,90.4,180,235,76.6,1,0.4,+0.6,9,137,4,0,72,Matches
337,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,22,1996,11.2,532,629,84.6,9408,2731,228,261,87.4,229,256,89.5,58,81,71.6,2,1.2,+0.8,13,49,10,0,60,Matches
338,Reiss Nelson\c5bdb6e3,eng ENG,FW,Arsenal,19,1999,7,186,234,79.5,2932,811,107,122,87.7,55,64,85.9,17,31,54.8,0,0.7,-0.7,10,9,9,4,16,Matches
339,Pedro Neto\7ba2eaa9,pt POR,FWMF,Wolves,19,2000,10.4,303,397,76.3,4927,976,154,174,88.5,112,145,77.2,23,41,56.1,3,2.3,+0.7,15,15,8,4,22,Matches
340,Rúben Neves\44bfb6c5,pt POR,MF,Wolves,22,1997,34,1587,1974,80.4,38293,9139,404,466,86.7,742,860,86.3,430,616,69.8,2,2,0,27,176,24,2,145,Matches
341,Jeremy Ngakia\3631ad41,eng ENG,DF,West Ham,18,2000,4.9,89,161,55.3,1410,740,54,69,78.3,27,49,55.1,8,37,21.6,0,0,0,0,3,2,1,6,Matches
342,Oumar Niasse\af721f98,sn SEN,FW,Everton,29,1990,0.2,3,5,60,40,0,2,3,66.7,1,2,50,0,0,,0,0,0,0,0,0,0,0,Matches
343,Eddie Nketiah\a53649b7,eng ENG,FW,Arsenal,20,1999,7,111,140,79.3,1668,248,65,75,86.7,39,47,83,5,8,62.5,0,0.6,-0.6,5,6,3,0,9,Matches
344,Mark Noble\ff527768,eng ENG,MF,West Ham,32,1987,29.7,1217,1499,81.2,24632,7029,475,544,87.3,502,586,85.7,219,307,71.3,3,2.9,+0.1,41,135,29,3,136,Matches
345,Oliver Norwood\43439614,nir NIR,MF,Sheffield Utd,28,1991,34.3,1664,2148,77.5,38895,11305,481,535,89.9,757,867,87.3,404,698,57.9,1,4.2,-3.2,50,232,35,12,186,Matches
346,Ørjan Nyland\bdedffac,no NOR,GK,Aston Villa,28,1990,6,105,182,57.7,3880,2799,8,9,88.9,47,48,97.9,50,125,40,0,0,0,0,3,0,0,1,Matches
347,Jack O'Connell\312626c1,eng ENG,DF,Sheffield Utd,25,1994,32.4,1156,1555,74.3,24608,9774,436,493,88.4,508,603,84.2,204,417,48.9,1,2.1,-1.1,10,99,22,4,115,Matches
348,Michael Obafemi\caa1a7f0,ie IRL,FW,Southampton,19,2000,7.4,112,144,77.8,1435,216,70,83,84.3,27,34,79.4,6,7,85.7,2,1.2,+0.8,10,2,2,0,5,Matches
349,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,31,1988,31,744,945,78.7,16484,5263,218,244,89.3,375,436,86,147,250,58.8,0,0.1,-0.1,2,44,2,0,37,Matches
350,Divock Origi\43a166b4,be BEL,FW,Liverpool,24,1995,8,158,219,72.1,2486,350,88,115,76.5,49,66,74.2,15,29,51.7,1,0.2,+0.8,6,5,9,2,10,Matches
351,Ben Osborn\79bc4c45,eng ENG,MFDF,Sheffield Utd,24,1994,6.6,179,259,69.1,2907,738,97,116,83.6,56,73,76.7,20,52,38.5,0,0.8,-0.8,7,11,5,2,12,Matches
352,Nicolás Otamendi\0d267745,ar ARG,DF,Manchester City,31,1988,19.1,1380,1488,92.7,29832,7225,347,368,94.3,811,847,95.7,216,256,84.4,0,0.2,-0.2,3,62,0,0,42,Matches
353,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,25,1993,16.5,592,748,79.1,11905,2554,236,275,85.8,246,298,82.6,100,144,69.4,1,1.2,-0.2,17,84,31,7,71,Matches
354,Mesut Özil\16380240,de GER,MF,Arsenal,30,1988,16,754,891,84.6,12500,3374,383,414,92.5,286,315,90.8,73,131,55.7,2,2.2,-0.2,36,60,25,1,88,Matches
355,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,24,1994,11.4,706,853,82.8,11388,3136,385,429,89.7,256,308,83.1,52,92,56.5,0,1.4,-1.4,18,28,8,5,33,Matches
356,Sokratis Papastathopoulos\b682dcf6,gr GRE,DF,Arsenal,31,1988,18.8,873,973,89.7,19134,5508,255,271,94.1,439,455,96.5,171,232,73.7,0,0.2,-0.2,1,26,1,0,22,Matches
357,Troy Parrott\4357f557,ie IRL,MFDF,Tottenham,17,2002,0.1,5,5,100,92,25,1,1,100,4,4,100,0,0,,0,0,0,0,0,0,0,0,Matches
358,Rui Patrício\79b0d6a0,pt POR,GK,Wolves,31,1988,38,550,862,63.8,22540,15394,42,43,97.7,154,157,98.1,352,660,53.3,0,0,0,0,4,0,0,0,Matches
359,Pedro\3ca7254a,es ESP,FW,Chelsea,32,1987,7.3,259,331,78.2,4262,970,144,165,87.3,88,111,79.3,21,37,56.8,1,0.8,+0.2,18,9,12,1,21,Matches
360,João Pedro\e8832875,br BRA,FWMF,Watford,17,2001,0.3,10,14,71.4,149,37,3,4,75,6,7,85.7,0,1,0,0,0.2,-0.2,1,1,1,1,1,Matches
361,Nicolas Pépé\57e3f0c7,ci CIV,FW,Arsenal,24,1995,22.3,616,803,76.7,9870,2374,354,397,89.2,194,245,79.2,56,119,47.1,6,4.4,+1.6,39,24,34,9,47,Matches
362,Andreas Pereira\6639e500,br BRA,MFFW,Manchester Utd,23,1996,16.5,566,770,73.5,9873,2763,278,322,86.3,209,270,77.4,66,141,46.8,3,3.8,-0.8,31,54,17,4,66,Matches
363,Ricardo Pereira\75a72a99,pt POR,DF,Leicester City,25,1993,28,1513,1875,80.7,25305,9748,751,840,89.4,634,772,82.1,115,198,58.1,2,3.6,-1.6,27,97,37,9,163,Matches
364,Roberto Pereyra\75f2c59f,ar ARG,FWMF,Watford,28,1991,18.3,538,654,82.3,8701,1979,293,336,87.2,182,208,87.5,42,73,57.5,0,1.8,-1.8,18,34,14,4,44,Matches
365,Ayoze Pérez\819aa8e7,es ESP,MFFW,Leicester City,26,1993,22.3,616,773,79.7,8642,2150,384,435,88.3,169,215,78.6,33,50,66,4,4,0,29,34,30,8,62,Matches
366,Jordan Pickford\4806ec67,eng ENG,GK,Everton,25,1994,38,895,1373,65.2,31615,21723,152,152,100,347,349,99.4,378,854,44.3,0,0.1,-0.1,1,49,4,0,1,Matches
367,Brandon Pierrick\9a526299,eng ENG,DFFW,Crystal Palace,17,2001,0.2,5,9,55.6,65,6,2,3,66.7,2,2,100,0,1,0,0,0.1,-0.1,1,0,1,0,1,Matches
368,Erik Pieters\1ef37668,nl NED,DFMF,Burnley,30,1988,20.9,687,923,74.4,11959,4687,345,388,88.9,263,340,77.4,67,154,43.5,4,2.8,+1.2,17,38,16,7,53,Matches
369,Daniel Podence\7fcc71d8,pt POR,FWMF,Wolves,23,1995,3.2,74,105,70.5,1110,232,40,51,78.4,26,35,74.3,4,12,33.3,0,0.4,-0.4,5,3,3,0,8,Matches
370,Paul Pogba\867239d3,fr FRA,MF,Manchester Utd,26,1993,13.4,880,1026,85.8,17758,4790,374,418,89.5,349,392,89,145,184,78.8,3,2.7,+0.3,27,118,27,1,109,Matches
371,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,27,1992,38,536,1180,45.4,24496,19350,31,32,96.9,152,159,95.6,352,987,35.7,0,0.6,-0.6,4,39,1,0,0,Matches
372,Dennis Praet\86695068,be BEL,MF,Leicester City,25,1994,12.6,446,539,82.7,7655,1903,210,237,88.6,177,210,84.3,47,65,72.3,2,0.8,+1.2,9,33,10,3,33,Matches
373,Sebastian Prödl\f5e6d08d,at AUT,DF,Watford,32,1987,0.6,6,10,60,81,55,4,5,80,2,4,50,0,1,0,0,0,0,0,0,0,0,1,Matches
374,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,27,1991,31.4,1483,1785,83.1,28711,8234,552,635,86.9,708,812,87.2,201,274,73.4,2,2.1,-0.1,27,166,26,6,184,Matches
375,Teemu Pukki\0745b37d,fi FIN,FW,Norwich City,29,1990,32.1,421,522,80.7,5884,667,263,297,88.6,116,145,80,22,31,71,3,3.1,-0.1,28,14,6,2,16,Matches
376,Christian Pulisic\1bf33a9a,us USA,FW,Chelsea,20,1998,19.1,546,700,78,8420,1620,319,373,85.5,172,214,80.4,42,69,60.9,4,3.5,+0.5,29,28,28,1,61,Matches
377,Ignacio Pussetto\62437b4f,ar ARG,FWDF,Watford,23,1995,0.8,18,31,58.1,282,145,10,12,83.3,6,12,50,1,6,16.7,0,0,0,0,1,1,0,2,Matches
378,Domingos Quina\41fb0f4e,pt POR,MF,Watford,19,1999,0.2,9,9,100,135,21,6,6,100,3,3,100,0,0,,0,0,0,0,0,1,0,1,Matches
379,Aaron Ramsdale\466fb2c5,eng ENG,GK,Bournemouth,21,1998,37,648,1124,57.7,21850,14848,115,116,99.1,267,271,98.5,264,733,36,1,0.1,+0.9,2,20,0,0,0,Matches
380,Darren Randolph\6385ebfb,ie IRL,GK,West Ham,32,1987,2,22,40,55,1244,1093,2,2,100,0,0,,20,38,52.6,0,0,0,0,3,0,0,0,Matches
381,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,21,1997,29.4,758,988,76.7,12428,3377,419,499,84,255,318,80.2,62,108,57.4,7,4.6,+2.4,33,61,67,4,131,Matches
382,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,25,1994,30.7,781,1061,73.6,13250,3057,406,490,82.9,260,343,75.8,87,161,54,4,3.2,+0.8,37,45,37,5,96,Matches
383,Pepe Reina\e358587b,es ESP,GK,Aston Villa,36,1982,12,272,395,68.9,10107,6875,24,24,100,97,98,99,148,269,55,0,0,0,0,4,0,0,0,Matches
384,Declan Rice\1c7012b8,eng ENG,MF,West Ham,20,1999,38,1476,1717,86,30023,7543,545,599,91,646,704,91.8,252,349,72.2,3,1.5,+1.5,22,158,18,9,112,Matches
385,Richarlison\fa031b34,br BRA,FW,Everton,22,1997,34.1,543,823,66,8881,2209,267,357,74.8,211,287,73.5,44,91,48.4,3,4.8,-1.8,31,30,27,2,66,Matches
386,Diego Rico\d9ba39fc,es ESP,DF,Bournemouth,26,1993,25.9,1012,1483,68.2,19401,10506,394,467,84.4,444,594,74.7,151,342,44.2,4,2.9,+1.1,33,105,32,13,129,Matches
387,Jaïro Riedewald\7a1f2c08,nl NED,DFMF,Crystal Palace,22,1996,8.5,301,400,75.3,5020,2282,150,170,88.2,118,161,73.3,24,54,44.4,0,0.4,-0.4,2,32,6,1,31,Matches
388,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,29,1989,14.6,474,691,68.6,9032,3687,202,237,85.2,188,233,80.7,75,187,40.1,1,2.3,-1.3,34,35,15,7,47,Matches
389,Roberto\ba3ca78f,es ESP,GK,West Ham,33,1986,7.6,113,232,48.7,4455,3561,17,17,100,35,35,100,60,179,33.5,0,0,0,0,0,0,0,0,Matches
390,Patrick Roberts\59d93937,eng ENG,FWMF,Norwich City,22,1997,0.3,7,10,70,128,22,3,4,75,3,3,100,1,3,33.3,0,0,0,0,1,0,0,0,Matches
391,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,25,1994,34.6,2370,2928,80.9,43609,14607,1062,1195,88.9,1033,1204,85.8,251,452,55.5,12,7.6,+4.4,61,176,62,27,255,Matches
392,Callum Robinson\e75750a3,ie IRL,FWMF,Sheffield Utd,24,1995,7.5,117,155,75.5,1787,294,62,73,84.9,44,57,77.2,6,15,40,1,0.6,+0.4,4,5,3,1,6,Matches
393,Jack Robinson\7399c7a8,eng ENG,DF,Sheffield Utd,25,1993,5.6,193,257,75.1,3937,1461,65,73,89,100,119,84,26,56,46.4,0,0.2,-0.2,2,18,1,1,14,Matches
394,Rodri\6434f10d,es ESP,MF,Manchester City,23,1996,27.6,2363,2537,93.1,48604,10716,809,863,93.7,1129,1176,96,405,458,88.4,2,1.5,+0.5,32,230,21,1,165,Matches
395,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,30,1989,22.4,345,495,69.7,4564,881,238,302,78.8,66,104,63.5,18,39,46.2,1,0.9,+0.1,7,20,6,0,27,Matches
396,Jack Rodwell\a07579ee,eng ENG,MF,Sheffield Utd,28,1991,0.2,2,2,100,40,4,1,1,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
397,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,29,1990,1.4,37,55,67.3,747,323,11,12,91.7,20,25,80,6,17,35.3,0,0,0,0,3,0,0,5,Matches
398,Oriol Romeu\4b511457,es ESP,MF,Southampton,27,1991,20.7,866,1038,83.4,16429,4009,334,380,87.9,415,471,88.1,103,161,64,0,1.3,-1.3,17,83,16,3,88,Matches
399,Danny Rose\89d10e53,eng ENG,DF,Tottenham,29,1990,9.9,435,572,76,7666,3188,188,216,87,209,262,79.8,33,73,45.2,0,0.7,-0.7,10,34,12,4,52,Matches
400,Danny Rose\89d10e53,eng ENG,DF,Newcastle Utd,29,1990,9.6,325,419,77.6,5608,2139,152,162,93.8,143,175,81.7,24,63,38.1,0,0.2,-0.2,3,22,4,1,24,Matches
401,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,26,1993,19,1272,1449,87.8,30337,8324,257,284,90.5,717,753,95.2,291,396,73.5,0,0.3,-0.3,4,119,6,2,69,Matches
402,Lukas Rupp\3faa1780,de GER,FWMF,Norwich City,28,1991,7.7,196,260,75.4,2849,670,111,132,84.1,67,82,81.7,9,23,39.1,0,0.8,-0.8,8,13,4,1,11,Matches
403,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,27,1992,38,1173,1462,80.2,34327,19316,209,211,99.1,537,541,99.3,426,707,60.3,0,0,0,0,9,0,0,0,Matches
404,Allan Saint-Maximin\2b16cb1a,fr FRA,MFFW,Newcastle Utd,22,1997,20.7,356,490,72.7,6374,1453,169,204,82.8,143,190,75.3,38,67,56.7,4,3.5,+0.5,34,25,15,5,41,Matches
405,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,29,1990,30.1,1252,1540,81.3,28003,10404,306,342,89.5,699,779,89.7,239,382,62.6,1,0.5,+0.5,7,119,9,0,115,Matches
406,Bukayo Saka\bc7dc64d,eng ENG,DFFW,Arsenal,17,2001,19.5,659,844,78.1,10760,3132,337,383,88,269,327,82.3,41,84,48.8,5,3.5,+1.5,22,38,21,6,61,Matches
407,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,29,1990,10.3,451,516,87.4,9276,3462,141,155,91,230,255,90.2,75,97,77.3,0,0.1,-0.1,1,24,1,0,26,Matches
