Rk,Player,Nation,Pos,Squad,Age,Born,90s,TotalCmp,TotalAtt,TotalCmp%,TotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
273,Aaron Lennon\2ff964a0,eng ENG,FWMF,Everton,30,1987,8.8,152,214,71,2286,672,92,115,80,53,69,76.8,5,13,38.5,0,0.5,-0.5,5,9,3,2,17,Matches
274,Aaron Lennon\2ff964a0,eng ENG,MF,Burnley,30,1987,12.4,204,293,69.6,3223,887,116,142,81.7,68,92,73.9,17,33,51.5,2,1.4,+0.6,8,11,13,5,22,Matches
275,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,23,1994,14.3,715,780,91.7,13406,4382,298,310,96.1,317,340,93.2,87,111,78.4,0,0.4,-0.4,2,23,1,0,33,Matches
276,Jesse Lingard\810e3c74,eng ENG,MFFW,Manchester Utd,24,1992,20.2,837,986,84.9,12095,2626,500,549,91.1,248,294,84.4,47,79,59.5,5,3.5,+1.5,25,69,18,1,64,Matches
277,Jake Livermore\b98570d1,eng ENG,MF,West Brom,27,1989,29.7,892,1132,78.8,17773,4746,325,385,84.4,403,472,85.4,148,231,64.1,2,1.9,+0.1,18,118,12,4,121,Matches
278,Fernando Llorente\82dbf623,es ESP,FW,Tottenham,32,1985,2.6,61,84,72.6,685,113,47,58,81,12,20,60,0,2,0,0,0.5,-0.5,5,2,3,1,4,Matches
279,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,30,1986,36,912,1168,78.1,27917,16230,88,89,98.9,461,465,99.1,362,612,59.2,0,0,0,0,7,1,0,1,Matches
280,Jürgen Locadia\6cc47ae1,nl NED,FWMF,Brighton,23,1993,2.5,40,55,72.7,792,147,15,17,88.2,16,24,66.7,7,9,77.8,1,0.1,+0.9,1,2,0,0,4,Matches
281,Ruben Loftus-Cheek\e97fd090,eng ENG,MF,Crystal Palace,21,1996,20.8,598,735,81.4,9094,2693,324,371,87.3,205,239,85.8,36,62,58.1,3,2.8,+0.2,23,53,28,2,75,Matches
282,Joe Lolley\c5f13182,eng ENG,FWMF,Huddersfield,24,1992,2.5,52,75,69.3,895,332,27,33,81.8,23,33,69.7,2,9,22.2,0,0,0,1,6,2,1,9,Matches
283,Kevin Long\5a4280b1,ie IRL,DF,Burnley,26,1990,16,376,494,76.1,9247,3003,87,110,79.1,181,208,87,104,167,62.3,2,0.9,+1.1,3,21,0,0,29,Matches
284,Shane Long\9f472354,ie IRL,FW,Southampton,30,1987,17.6,275,418,65.8,3973,691,164,215,76.3,92,138,66.7,11,32,34.4,1,1.7,-0.7,22,16,8,3,22,Matches
285,Ademola Lookman\7c104bb7,eng ENG,FWMF,Everton,19,1997,1.8,40,51,78.4,619,159,24,27,88.9,14,17,82.4,2,3,66.7,0,0.6,-0.6,2,2,0,0,3,Matches
286,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,28,1989,38,817,1387,58.9,35461,26417,35,36,97.2,261,263,99.2,521,1085,48,1,0.8,+0.2,3,38,1,0,3,Matches
287,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,28,1989,23.6,1574,1727,91.1,33627,10130,408,432,94.4,898,940,95.5,260,338,76.9,1,0.3,+0.7,4,79,8,0,86,Matches
288,Chris Löwe\c6896eab,de GER,DF,Huddersfield,28,1989,17.6,598,837,71.4,11609,4913,256,292,87.7,252,320,78.8,86,196,43.9,0,0.8,-0.8,7,44,8,4,51,Matches
289,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,28,1989,25.5,781,1117,69.9,16021,6694,288,328,87.8,370,486,76.1,114,272,41.9,3,1.6,+1.4,16,59,24,12,74,Matches
290,David Luiz\c0e27d1a,br BRA,DFMF,Chelsea,30,1987,9.3,421,499,84.4,10134,2762,101,115,87.8,210,230,91.3,108,148,73,0,0.1,-0.1,2,35,3,0,30,Matches
291,Romelu Lukaku\5eae500a,be BEL,FW,Manchester Utd,24,1993,31.9,491,733,67,6987,1563,300,385,77.9,132,230,57.4,31,58,53.4,7,5.1,+1.9,29,32,34,6,55,Matches
292,Dodi Lukebakio\0c61c77c,be BEL,MFFW,Watford,19,1997,0.2,6,8,75,120,48,3,3,100,2,3,66.7,1,2,50,0,0,0,1,2,0,0,2,Matches
293,Levi Lumeka\199ff86e,eng ENG,FW,Crystal Palace,18,1998,0.3,5,11,45.5,43,12,5,6,83.3,0,2,0,0,2,0,0,0,0,0,1,0,0,1,Matches
294,Harry Maguire\d8931174,eng ENG,DF,Leicester City,24,1993,38,1358,1693,80.2,31947,10977,359,421,85.3,681,759,89.7,306,477,64.2,4,2,+2.0,15,128,8,2,107,Matches
295,Riyad Mahrez\892d5bb1,dz ALG,MFFW,Leicester City,26,1991,32.8,1079,1459,74,21504,6988,475,564,84.2,387,482,80.3,189,341,55.4,10,8.3,+1.7,56,115,47,8,164,Matches
296,Ainsley Maitland-Niles\e3a5814e,eng ENG,DFMF,Arsenal,19,1997,10.2,536,632,84.8,9027,2950,273,298,91.6,197,228,86.4,50,73,68.5,0,0.9,-0.9,7,30,16,3,36,Matches
297,Scott Malone\f15a50e8,eng ENG,DF,Huddersfield,26,1991,12.4,483,695,69.5,9284,3898,218,264,82.6,191,269,71,69,131,52.7,1,0.5,+0.5,10,31,11,4,51,Matches
298,Sadio Mané\c691bfe2,sn SEN,FWMF,Liverpool,25,1992,24.3,774,982,78.8,12321,2661,410,498,82.3,293,345,84.9,50,84,59.5,7,4.9,+2.1,45,56,60,11,100,Matches
299,Eliaquim Mangala\f520049f,fr FRA,DF,Manchester City,26,1991,5.4,314,337,93.2,5975,1747,119,123,96.7,155,158,98.1,37,50,74,0,0,0,1,12,0,0,11,Matches
300,Eliaquim Mangala\f520049f,fr FRA,DF,Everton,26,1991,1.5,60,67,89.6,1444,409,9,12,75,39,39,100,12,14,85.7,0,0,0,0,5,0,0,5,Matches
301,Javier Manquillo\758dd7f0,es ESP,DF,Newcastle Utd,23,1994,19.5,564,748,75.4,9363,4002,288,341,84.5,220,285,77.2,45,91,49.5,1,0.6,+0.4,10,26,8,5,51,Matches
302,Solly March\bb5fbd2b,eng ENG,MFFW,Brighton,23,1994,20.6,523,754,69.4,9425,2722,253,300,84.3,193,259,74.5,65,141,46.1,1,1.6,-0.6,20,33,24,10,49,Matches
303,Adrian Mariappa\8aa5f52c,jm JAM,DF,Watford,30,1986,24.6,786,1000,78.6,15958,6584,295,322,91.6,357,426,83.8,125,224,55.8,0,0.3,-0.3,4,60,3,0,52,Matches
304,João Mário\f0021247,pt POR,MFFW,West Ham,24,1993,11.4,358,474,75.5,5533,1388,212,241,88,102,133,76.7,31,72,43.1,1,1.3,-0.3,16,26,7,1,29,Matches
305,Anthony Martial\8b788c01,fr FRA,FW,Manchester Utd,21,1995,17.6,617,783,78.8,8899,2218,379,432,87.7,178,223,79.8,35,70,50,5,5.7,-0.7,32,39,25,3,59,Matches
306,Cuco Martina\22551915,cw CUW,DF,Everton,27,1989,20.3,777,1022,76,13768,6244,362,402,90,310,390,79.5,91,199,45.7,2,1,+1.0,14,52,22,15,63,Matches
307,Bruno Martins Indi\7bc34048,nl NED,DF,Stoke City,25,1992,13.8,290,358,81,6541,2066,86,95,90.5,139,167,83.2,64,91,70.3,0,0.1,-0.1,3,24,3,2,15,Matches
308,Arthur Masuaku\57df7a11,cd COD,DF,West Ham,23,1993,20.8,677,927,73,11240,4194,383,420,91.2,226,309,73.1,59,141,41.8,3,2.8,+0.2,18,34,18,8,51,Matches
309,Juan Mata\29733c72,es ESP,FWMF,Manchester Utd,29,1988,21.4,1099,1347,81.6,18335,4060,587,648,90.6,342,416,82.2,133,216,61.6,5,5,0,51,72,34,12,82,Matches
310,Nemanja Matić\eb7822d7,rs SRB,MF,Manchester Utd,28,1988,34.6,2282,2594,88,45662,11615,878,956,91.8,993,1071,92.7,378,482,78.4,1,2,-1,24,214,28,2,200,Matches
311,Joël Matip\b217ef29,cm CMR,DF,Liverpool,25,1991,22.2,1460,1616,90.3,32455,10362,335,358,93.6,841,887,94.8,276,359,76.9,0,0.5,-0.5,4,94,2,0,104,Matches
312,Konstantinos Mavropanos\00963611,gr GRE,DFFW,Arsenal,19,1997,2.2,93,104,89.4,1866,591,38,39,97.4,38,41,92.7,16,21,76.2,0,0,0,0,4,0,0,3,Matches
313,Alfie Mawson\d368feb8,eng ENG,DF,Swansea City,23,1994,38,1409,1683,83.7,33633,10192,386,428,90.2,639,721,88.6,376,508,74,1,0.4,+0.6,5,88,5,1,84,Matches
314,Eric Maxim Choupo-Moting\0e6bc38c,cm CMR,FWMF,Stoke City,28,1989,25.7,484,682,71,7485,2024,281,341,82.4,146,211,69.2,40,79,50.6,5,2.6,+2.4,19,31,18,3,49,Matches
315,Chancel Mbemba\e76cb9cc,cd COD,DF,Newcastle Utd,22,1994,7.5,201,275,73.1,3635,1621,87,102,85.3,88,111,79.3,24,52,46.2,0,0.5,-0.5,4,12,6,3,21,Matches
316,James McArthur\cee31595,sct SCO,MF,Crystal Palace,29,1987,27,852,1075,79.3,14372,3492,413,479,86.2,324,385,84.2,87,148,58.8,1,1.6,-0.6,19,72,15,2,83,Matches
317,Gareth McAuley\ac7d7378,nir NIR,DF,West Brom,37,1979,5.1,89,131,67.9,2256,1222,23,28,82.1,38,49,77.6,27,50,54,0,0,0,0,14,2,0,16,Matches
318,Oliver McBurnie\78b8ac63,sct SCO,FWMF,Swansea City,21,1996,3.1,74,102,72.5,917,173,50,66,75.8,16,23,69.6,3,6,50,1,0.5,+0.5,1,6,3,0,9,Matches
319,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,27,1989,18,206,462,44.6,8983,6744,16,17,94.1,58,60,96.7,132,385,34.3,0,0,0,0,9,0,0,0,Matches
320,James McCarthy\64b08de7,ie IRL,MF,Everton,26,1990,2.3,73,101,72.3,1318,221,29,40,72.5,31,35,88.6,10,21,47.6,0,0,0,1,8,1,0,5,Matches
321,James McClean\53538b39,ie IRL,MFFW,West Brom,28,1989,15.6,292,451,64.7,4847,1221,154,192,80.2,101,137,73.7,28,84,33.3,0,1,-1,16,12,20,15,19,Matches
322,Sam McQueen\b27b49b4,eng ENG,DFFW,Southampton,22,1995,1.6,54,78,69.2,692,302,41,47,87.2,10,18,55.6,2,8,25,0,0.2,-0.2,3,3,1,0,4,Matches
323,Scott McTominay\d93c2511,sct SCO,MF,Manchester Utd,20,1996,7,315,353,89.2,5885,1574,133,144,92.4,130,139,93.5,42,56,75,0,0,0,2,35,3,0,35,Matches
324,Ben Mee\8df7a2fb,eng ENG,DF,Burnley,27,1989,29,819,1055,77.6,19078,7749,235,264,89,370,427,86.7,210,346,60.7,0,0.2,-0.2,6,60,3,0,67,Matches
325,Benjamin Mendy\5271c8f1,fr FRA,DF,Manchester City,23,1994,4,217,277,78.3,3790,1144,104,119,87.4,91,116,78.4,19,31,61.3,1,0.7,+0.3,9,17,11,9,23,Matches
326,Mikel Merino\d080ed5e,es ESP,MF,Newcastle Utd,21,1996,15,644,803,80.2,12108,3554,269,310,86.8,271,316,85.8,93,146,63.7,1,0.8,+0.2,15,79,13,2,89,Matches
327,Per Mertesacker\5be28712,de GER,DF,Arsenal,32,1984,4.1,228,249,91.6,4998,1641,57,63,90.5,120,129,93,48,54,88.9,0,0,0,0,2,0,0,4,Matches
328,Roque Mesa\7c4243d4,es ESP,MF,Swansea City,28,1989,8.4,424,484,87.6,8095,1404,180,192,93.8,170,194,87.6,67,79,84.8,0,0.2,-0.2,5,16,2,0,19,Matches
329,Simon Mignolet\d436eb94,be BEL,GK,Liverpool,29,1988,19,450,602,74.8,12222,7849,83,85,97.6,237,240,98.8,129,276,46.7,0,0,0,0,8,1,0,0,Matches
330,Luka Milivojević\2ce2508a,rs SRB,MF,Crystal Palace,26,1991,34.2,1358,1680,80.8,28695,8793,468,527,88.8,602,697,86.4,261,399,65.4,1,1,0,20,170,17,1,174,Matches
331,James Milner\2f90f6b8,eng ENG,MF,Liverpool,31,1986,19.7,1324,1610,82.2,25126,8043,537,592,90.7,588,659,89.2,174,306,56.9,3,3.5,-0.5,34,179,39,9,179,Matches
332,Tyrone Mings\8397a50c,eng ENG,DF,Bournemouth,24,1993,2.2,87,111,78.4,1962,726,20,24,83.3,48,51,94.1,19,33,57.6,0,0.1,-0.1,1,4,0,0,5,Matches
333,Kevin Mirallas\aa51343f,be BEL,FWMF,Everton,29,1987,1.5,46,61,75.4,835,132,19,24,79.2,19,23,82.6,7,10,70,0,0.1,-0.1,1,4,0,0,3,Matches
334,Aleksandar Mitrović\3925dbd6,rs SRB,FW,Newcastle Utd,22,1994,1.1,36,51,70.6,483,99,23,27,85.2,11,17,64.7,1,1,100,0,0.4,-0.4,3,1,0,0,2,Matches
335,Henrikh Mkhitaryan\dd0daf32,am ARM,MFFW,Manchester Utd,28,1989,10.2,441,573,77,7005,1691,253,286,88.5,142,176,80.7,34,81,42,5,3.5,+1.5,30,39,19,3,43,Matches
336,Henrikh Mkhitaryan\dd0daf32,am ARM,FWMF,Arsenal,28,1989,8.8,354,476,74.4,5632,1483,193,240,80.4,122,149,81.9,28,64,43.8,4,2.7,+1.3,15,24,15,3,31,Matches
337,Nacho Monreal\d4cb83cc,es ESP,DF,Arsenal,31,1986,24.9,1608,1798,89.4,29212,9837,671,723,92.8,766,823,93.1,153,205,74.6,2,1.5,+0.5,13,118,11,3,105,Matches
338,Aaron Mooy\47b7e3af,au AUS,MF,Huddersfield,26,1990,34.1,1561,2067,75.5,27911,7921,783,876,89.4,540,678,79.6,196,397,49.4,3,3.1,-0.1,48,167,27,9,163,Matches
339,Álvaro Morata\129af0db,es ESP,FW,Chelsea,24,1992,22.9,409,565,72.4,6378,881,209,268,78,119,166,71.7,43,61,70.5,6,3.3,+2.7,31,34,7,0,25,Matches
340,Alberto Moreno\11b9265b,es ESP,DF,Liverpool,25,1992,14.1,790,955,82.7,15107,5287,298,326,91.4,398,455,87.5,90,150,60,0,0.8,-0.8,15,41,23,7,66,Matches
341,Wes Morgan\80c31c97,jm JAM,DF,Leicester City,33,1984,31.3,739,880,84,14972,5127,273,303,90.1,323,371,87.1,132,189,69.8,0,0.2,-0.2,4,35,4,0,45,Matches
342,James Morrison\21a66e33,sct SCO,MF,West Brom,31,1986,2.3,76,91,83.5,1235,260,48,53,90.6,20,25,80,7,9,77.8,0,0.1,-0.1,3,7,1,0,5,Matches
343,Victor Moses\e726e11e,ng NGA,DF,Chelsea,26,1990,23.4,826,1116,74,14712,4366,374,454,82.4,356,447,79.6,86,166,51.8,3,2.6,+0.4,20,26,25,12,63,Matches
344,Steve Mounié\19ba6c6d,bj BEN,FW,Huddersfield,22,1994,20.6,338,525,64.4,4737,806,209,292,71.6,94,167,56.3,17,29,58.6,1,1,0,15,18,5,0,22,Matches
345,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,24,1992,2.3,90,113,79.6,1312,294,55,65,84.6,32,39,82.1,2,6,33.3,1,0.2,+0.8,4,4,2,0,8,Matches
346,Lys Mousset\d9cfca3d,fr FRA,MFFW,Bournemouth,21,1996,6.6,103,175,58.9,1599,489,56,93,60.2,32,48,66.7,9,16,56.3,0,0.3,-0.3,3,12,6,2,14,Matches
347,Jacob Murphy\de112b84,eng ENG,FWMF,Newcastle Utd,22,1995,12.8,199,320,62.2,3279,1175,109,150,72.7,65,99,65.7,19,48,39.6,1,1.5,-0.5,10,13,15,5,27,Matches
348,Jamie Murphy\6c96b263,sct SCO,MF,Brighton,27,1989,1.9,39,46,84.8,686,80,20,21,95.2,15,16,93.8,4,5,80,0,0,0,1,2,0,0,0,Matches
349,Glenn Murray\f2f29dda,eng ENG,FW,Brighton,33,1983,24.4,380,655,58,5181,1022,232,351,66.1,118,209,56.5,12,36,33.3,0,1.1,-1.1,16,18,6,0,31,Matches
350,Charly Musonda Jr.\62a0089e,be BEL,FW,Chelsea,20,1996,0.4,15,17,88.2,279,61,10,10,100,2,4,50,3,3,100,0,0.5,-0.5,1,1,1,0,1,Matches
351,Shkodran Mustafi\3f2d59fe,de GER,DF,Arsenal,25,1992,25.3,1500,1738,86.3,33305,10416,341,372,91.7,882,962,91.7,271,379,71.5,1,0.4,+0.6,4,92,6,1,72,Matches
352,Boaz Myhill\7ca2d989,wls WAL,GK,West Brom,34,1982,1,10,22,45.5,550,437,0,0,,1,1,100,9,21,42.9,0,0,0,0,1,0,0,0,Matches
353,Georges-Kévin N'Koudou\76c131da,fr FRA,MF,Tottenham,22,1995,0,0,1,0,0,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
354,Georges-Kévin N'Koudou\76c131da,fr FRA,MF,Burnley,22,1995,2.5,68,94,72.3,1235,148,32,36,88.9,27,36,75,8,17,47.1,0,0.1,-0.1,1,4,0,0,3,Matches
355,Luciano Narsingh\977ffc24,nl NED,FWMF,Swansea City,26,1990,6.9,159,215,74,2323,642,106,124,85.5,42,61,68.9,10,17,58.8,0,1,-1,10,12,8,4,12,Matches
356,Kyle Naughton\e860c42f,eng ENG,DF,Swansea City,28,1988,33.7,1550,2081,74.5,27238,12363,756,866,87.3,591,780,75.8,175,348,50.3,2,0.4,+1.6,11,149,16,6,168,Matches
357,Badou Ndiaye\960acc0a,sn SEN,MF,Stoke City,26,1990,12.6,283,348,81.3,5383,1890,122,137,89.1,110,138,79.7,45,61,73.8,1,0.3,+0.7,5,31,6,1,42,Matches
358,Wilfred Ndidi\6b47c5db,ng NGA,MF,Leicester City,20,1996,32.2,1276,1654,77.1,23177,5493,579,688,84.2,491,614,80,168,281,59.8,3,0.6,+2.4,12,110,10,2,109,Matches
359,Reiss Nelson\c5bdb6e3,eng ENG,FWMF,Arsenal,17,1999,1.6,76,83,91.6,1181,290,42,44,95.5,30,32,93.8,2,4,50,0,0,0,1,5,4,0,7,Matches
360,Julien Ngoy\87449a74,be BEL,MF,Stoke City,19,1997,0.2,4,5,80,76,0,1,2,50,3,3,100,0,0,,0,0,0,0,0,0,0,0,Matches
361,Oumar Niasse\af721f98,sn SEN,FW,Everton,27,1990,12.1,158,250,63.2,2254,552,91,129,70.5,43,71,60.6,11,18,61.1,2,2.1,-0.1,14,12,9,2,19,Matches
362,Eddie Nketiah\a53649b7,eng ENG,FWMF,Arsenal,18,1999,0.2,6,7,85.7,71,8,5,6,83.3,1,1,100,0,0,,1,0,+1.0,0,0,0,0,0,Matches
363,Lukas Nmecha\0cc5f4a5,de GER,FW,Manchester City,18,1998,0.2,5,5,100,69,11,4,4,100,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
364,Mark Noble\ff527768,eng ENG,MF,West Ham,30,1987,26.7,1110,1333,83.3,21773,6139,465,510,91.2,446,509,87.6,183,274,66.8,0,1.9,-1.9,17,100,24,2,113,Matches
365,Allan Nyom\97572117,cm CMR,DF,West Brom,29,1988,25.7,815,1097,74.3,14798,6200,367,397,92.4,346,438,79,94,214,43.9,1,0.7,+0.3,13,36,25,20,50,Matches
366,Aiden O'Neill\c7aee75b,au AUS,MF,Burnley,19,1998,0,,,,,,,,,,,,,,,0,,,,,,,,Matches
367,Michael Obafemi\caa1a7f0,ie IRL,FW,Southampton,17,2000,0.1,1,1,100,9,0,1,1,100,0,0,,0,0,,0,0,0,0,0,0,0,0,Matches
368,Pedro Obiang\ba1e04b3,gq EQG,MF,West Ham,25,1992,17.4,610,763,79.9,11666,3017,271,310,87.4,234,283,82.7,93,145,64.1,0,0.4,-0.4,7,66,5,2,54,Matches
369,Angelo Ogbonna\74b2cd7e,it ITA,DF,West Ham,29,1988,32,809,1001,80.8,18609,5829,218,250,87.2,408,460,88.7,172,264,65.2,0,0.5,-0.5,10,46,5,1,44,Matches
370,Stefano Okaka\601ef102,it ITA,FWMF,Watford,27,1989,5,107,159,67.3,1632,264,64,81,79,23,40,57.5,13,17,76.5,1,0.4,+0.6,6,7,3,0,8,Matches
371,Shinji Okazaki\68796d61,jp JPN,MFFW,Leicester City,31,1986,14.7,271,382,70.9,3649,951,169,221,76.5,73,102,71.6,11,22,50,2,2,0,15,22,4,0,25,Matches
372,Martin Olsson\2f72f79e,se SWE,DF,Swansea City,29,1988,35,1126,1582,71.2,18669,7122,592,651,90.9,407,554,73.5,100,293,34.1,1,1.1,-0.1,14,55,24,17,74,Matches
373,Divock Origi\43a166b4,be BEL,FW,Liverpool,22,1995,0.1,1,2,50,17,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,Matches
374,David Ospina\82b1198a,co COL,GK,Arsenal,28,1988,4.2,106,143,74.1,3257,2065,13,13,100,51,52,98.1,42,78,53.8,0,0,0,0,0,0,0,0,Matches
375,Nicolás Otamendi\0d267745,ar ARG,DF,Manchester City,29,1988,33,2825,3034,93.1,59269,16230,892,933,95.6,1436,1514,94.8,475,555,85.6,0,0.7,-0.7,11,225,8,0,169,Matches
376,Reece Oxford\8b6e0db2,eng ENG,MF,West Ham,18,1998,0.1,1,1,100,19,17,0,0,,1,1,100,0,0,,0,0,0,0,0,1,0,1,Matches
377,Alex Oxlade-Chamberlain\38c7feef,eng ENG,MFFW,Liverpool,23,1993,16.6,602,785,76.7,12155,3416,218,259,84.2,273,326,83.7,96,170,56.5,7,4.1,+2.9,36,82,40,7,106,Matches
378,Alex Oxlade-Chamberlain\38c7feef,eng ENG,DF,Arsenal,23,1993,2.7,123,155,79.4,2699,816,37,44,84.1,59,66,89.4,26,40,65,0,0.5,-0.5,5,9,8,2,16,Matches
379,Mesut Özil\16380240,de GER,MFFW,Arsenal,28,1988,24,1617,1944,83.2,27942,8437,787,876,89.8,622,709,87.7,168,270,62.2,8,7.4,+0.6,79,185,82,3,244,Matches
380,Kasey Palmer\453f566a,jm JAM,MFFW,Huddersfield,20,1996,1.9,42,58,72.4,690,199,27,31,87.1,11,18,61.1,4,6,66.7,0,0,0,1,4,1,0,5,Matches
381,Emerson Palmieri\e0bc6fdc,it ITA,DF,Chelsea,22,1994,3.1,134,174,77,2064,497,73,84,86.9,52,63,82.5,7,21,33.3,1,0.1,+0.9,1,4,3,1,3,Matches
382,Pedro\3ca7254a,es ESP,FWMF,Chelsea,30,1987,16.9,554,703,78.8,9054,2034,328,382,85.9,155,200,77.5,60,87,69,2,1.5,+0.5,24,38,21,2,49,Matches
383,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Watford,26,1991,18,595,724,82.2,10481,2662,290,326,89,211,263,80.2,74,100,74,2,2.9,-0.9,22,35,29,10,55,Matches
384,Ayoze Pérez\819aa8e7,es ESP,MFFW,Newcastle Utd,24,1993,27.7,518,734,70.6,7492,1741,299,373,80.2,160,219,73.1,30,70,42.9,5,3.8,+1.2,33,47,18,2,60,Matches
385,Matt Phillips\7bb5f40e,sct SCO,MFFW,West Brom,26,1991,23.3,435,714,60.9,7999,3031,225,290,77.6,136,199,68.3,62,164,37.8,2,4,-2,35,24,19,13,38,Matches
386,Jordan Pickford\4806ec67,eng ENG,GK,Everton,23,1994,38,652,1330,49,29692,22666,41,43,95.3,224,230,97.4,387,1057,36.6,0,0.2,-0.2,3,44,1,0,0,Matches
387,Jérémy Pied\a634b9d2,fr FRA,DF,Southampton,28,1989,2,96,123,78,1614,776,46,56,82.1,37,42,88.1,10,19,52.6,1,0.4,+0.6,2,14,4,1,12,Matches
388,Erik Pieters\1ef37668,nl NED,DF,Stoke City,28,1988,30.2,942,1299,72.5,17624,7847,396,461,85.9,422,550,76.7,108,229,47.2,1,1.4,-0.4,16,90,23,10,93,Matches
389,Paul Pogba\867239d3,fr FRA,MF,Manchester Utd,24,1993,23.9,1463,1741,84,27049,8233,693,774,89.5,503,581,86.6,229,329,69.6,10,4.4,+5.6,39,169,52,5,227,Matches
390,Nick Pope\4b40d9ca,eng ENG,GK,Burnley,25,1992,34.6,541,1215,44.5,28890,24371,22,22,100,120,124,96.8,397,1066,37.2,0,0.4,-0.4,6,79,2,0,0,Matches
391,Alex Pritchard\ff9fcd4d,eng ENG,MFFW,Huddersfield,24,1993,11.1,261,392,66.6,4439,1238,139,167,83.2,86,118,72.9,29,76,38.2,1,1.9,-0.9,19,17,10,2,26,Matches
392,Sebastian Prödl\f5e6d08d,at AUT,DF,Watford,30,1987,17.4,434,551,78.8,10034,3753,131,151,86.8,197,232,84.9,101,155,65.2,0,0.4,-0.4,1,31,1,0,38,Matches
393,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,25,1991,34.7,1105,1405,78.6,23225,6415,391,471,83,492,588,83.7,203,289,70.2,4,1.2,+2.8,20,137,16,4,158,Matches
394,Marc Pugh\9aacb284,eng ENG,MFFW,Bournemouth,30,1987,10.9,387,512,75.6,5922,1714,232,264,87.9,120,156,76.9,27,72,37.5,0,0.7,-0.7,10,19,17,3,36,Matches
395,Jason Puncheon\fd3f57ce,eng ENG,MF,Crystal Palace,31,1986,7.2,206,259,79.5,3492,995,103,117,88,75,87,86.2,21,45,46.7,0,0.5,-0.5,5,19,9,1,29,Matches
396,Collin Quaner\19b8b0b9,de GER,FWMF,Huddersfield,26,1991,14.2,316,437,72.3,4326,1282,195,250,78,100,129,77.5,11,30,36.7,4,2.4,+1.6,16,23,10,5,28,Matches
397,Sandro Ramírez\833fb62e,es ESP,FWMF,Everton,22,1995,3.1,66,89,74.2,915,142,32,42,76.2,23,27,85.2,4,8,50,0,0,0,0,0,1,0,4,Matches
398,Aaron Ramsey\ef619b0b,wls WAL,MF,Arsenal,26,1990,20.5,1051,1252,83.9,18465,4558,482,544,88.6,428,490,87.3,112,158,70.9,8,4.8,+3.2,28,91,37,3,120,Matches
399,Àngel Rangel\93ee387c,es ESP,DF,Swansea City,34,1982,1.7,96,118,81.4,1667,529,52,58,89.7,30,41,73.2,13,18,72.2,0,0.1,-0.1,1,7,1,1,9,Matches
400,Marcus Rashford\a1d5bd30,eng ENG,FW,Manchester Utd,19,1997,20.1,473,673,70.3,7163,1735,271,328,82.6,144,191,75.4,35,99,35.4,5,3.3,+1.7,23,23,22,6,38,Matches
401,Nathan Redmond\ab651565,eng ENG,FWMF,Southampton,23,1994,21.6,638,872,73.2,11618,2776,320,385,83.1,213,288,74,89,155,57.4,3,3.7,-0.7,41,38,39,8,68,Matches
402,Winston Reid\562eed5c,nz NZL,DF,West Ham,29,1988,16.1,539,637,84.6,12747,3293,115,131,87.8,299,317,94.3,121,183,66.1,0,0.1,-0.1,3,26,2,0,34,Matches
403,Declan Rice\1c7012b8,eng ENG,DFMF,West Ham,18,1999,15.9,467,579,80.7,9701,3612,170,187,90.9,213,238,89.5,78,140,55.7,0,0.1,-0.1,2,37,4,0,34,Matches
404,Richarlison\fa031b34,br BRA,FWMF,Watford,20,1997,31.4,536,835,64.2,8022,2265,308,406,75.9,193,293,65.9,23,61,37.7,4,3.2,+0.8,24,32,24,4,76,Matches
405,Jaïro Riedewald\7a1f2c08,nl NED,MFDF,Crystal Palace,20,1996,4.9,126,159,79.2,2531,1037,52,59,88.1,48,60,80,23,35,65.7,0,0.3,-0.3,1,17,5,2,15,Matches
406,Matt Ritchie\71ef519e,sct SCO,MFFW,Newcastle Utd,27,1989,31.2,840,1266,66.4,15171,5154,424,494,85.8,274,385,71.2,123,315,39,5,5.5,-0.5,50,63,33,14,89,Matches
407,Connor Roberts\24fae784,wls WAL,DF,Swansea City,21,1995,3,126,172,73.3,2073,548,73,82,89,38,52,73.1,13,27,48.1,0,0,0,0,8,3,0,8,Matches
408,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,23,1994,21.6,1408,1667,84.5,23528,7747,697,750,92.9,586,676,86.7,99,177,55.9,5,3.3,+1.7,23,107,31,8,133,Matches
